#,l1_x,l1_y,l2_x,l2_y,l3_x,l3_y,l4_x,l4_y,l5_x,l5_y,l6_x,l6_y,l7_x,l7_y,l8_x,l8_y,l9_x,l9_y,l10_x,l10_y,l11_x,l11_y,r1_x,r1_y,r2_x,r2_y,r3_x,r3_y,r4_x,r4_y,r5_x,r5_y,r6_x,r6_y,r7_x,r7_y,r8_x,r8_y,r9_x,r9_y,r10_x,r10_y,r11_x,r11_y,b_x,b_y
3489,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3490,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3491,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3492,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3493,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3494,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3495,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3496,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3497,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
3498,-35.33512878417969,1.6664485931396484,-19.096508026123047,-3.571505546569824,-18.82817268371582,12.298832893371582,-17.133520126342773,-14.703250885009766,-16.295974731445312,21.793704986572266,-15.941340446472168,4.227764129638672,-8.818800926208496,-4.780327796936035,-9.720782279968262,14.088796615600586,1.5836600065231323,-12.46299934387207,0.07918309420347214,22.690826416015625,0.4497479796409607,5.97981071472168,35.11619567871094,1.8651337623596191,11.07166576385498,7.574340343475342,10.099971771240234,15.286025047302246,12.370224952697754,-8.786867141723633,5.352881908416748,3.886453866958618,-1.9017795324325562,6.826061725616455,-3.5283260345458984,17.03732681274414,-4.682674407958984,-7.666914463043213,-13.148736000061035,22.817113876342773,-12.821883201599121,0.8295091390609741,-11.191970825195312,5.373044490814209,-4.892611980438232,7.976958751678467
